,dataset,Question,answer,Base_test,comparison
17,triviaQA_un,What is the national epic poem of Finland (usually translated as 'Land of Heroes'). Sibelius set some of its myths to music in his tone poems.,kalevala,A: The national epic poem of Finland is 'Land of Heroes',F
18,triviaQA_un,In Greek mythology who drowned while swimming the Hellespont?,leander,A: The god Poseidon drowned while swimming the Hellespont,F
19,triviaQA_un,In Greek myth who was the mother of Oedipus?,jocasta,A: The mother of Oedipus was the wife of King Priam,F
20,triviaQA_un,In Greek mythology who was the wife of Odysseus?,penelope,A: Odysseus' wife was the daughter of the king of the gods,F
21,triviaQA_un,Which Greek mythological giant had 100 eyes?,argus,A: The Greek mythological giant had 100 eyes,F
22,triviaQA_un,Which mythical creature had the head and body of a lion and eagles wings?,griffin,A: The mythical creature with the head and body of a lion and eagles wings was the dragon,F
23,triviaQA_un,In Greek Mythology what was the name of the prophetess daughter of Priam whose predictions were never believed?,cassandra,A: Aphrodite,F
24,triviaQA_un,Who was the beautiful girl loved by Eros in Greek mythology? Her name means 'spirit' or 'life' in Greek.,psyche,A: Eros was the beautiful girl loved by Eros in Greek mythology,F
25,triviaQA_un,In Greek Mythology who was the ill-fated lover of Hero?,leander,A: The ill-fated lover of Hero was the son of the king of the gods,F
26,triviaQA_un,In mythology how long was Troy besieged?,10 years,"A: The Trojan War lasted for about 2,000 years",F
27,triviaQA_un,"In Greek myth, who led the quest to find the Chrysomallos?",jason,A: The hero of the myth was the hero of the myth was the hero of the myth was the hero of the myth was the hero of,F
28,triviaQA_un,"In Greek mythology, who was the goddess of the moon, sometimes identified as Artemis?",selene,A: Artemis was the goddess of the moon,F
29,triviaQA_un,"In Greek mythology who fell from Pegasus as he attempted to fly to Mount Olympus, the realm of the gods?",bellerophon,A: The hero of the story was a man named Pegasus,F
30,triviaQA_un,Who was the mother of the Greek mythological hero Perseus?,danae,A: Perseus was the son of Zeus and Medusa,F
31,triviaQA_un,"Who, in an ancient myth, removed a thorn from a lion's paw?",androcles,A: The lion's paw was removed by a shepherd,F
32,triviaQA_un,"In Norse mythology, from what type of tree was man first created?",ash,A: The tree that was first created was the oak,F
33,triviaQA_un,German Brothers Wilhelm and Jacob wrote which book in 1812?,grimms fairy tales,A: Wilhelm and Jacob wrote which book in 1812,F
34,triviaQA_un,"In the fairy tale ‘The Princess and the Pea’, how many mattresses did the princess sleep on and still feel the pea through?",twenty,A: The princess slept on and felt the pea through,F
35,triviaQA_un,Rashin-Coatie is the Scottish version of which fairy tale?,cinderella,A: The Scottish version of which fairy tale?,F
36,triviaQA_un,Who wrote the 1973 novel ‘A Fairy Tale of New York’?,j p donleavy,A: The novel ‘A Fairy Tale of New York’ was written by a woman,F
37,triviaQA_un,Which Hans Christian Andersen fairy tale features 20 mattresses?,princess and pea,A: The Fairy Tale of the 20 Mattresses,F
38,triviaQA_un,"What is the surname of the famous German brother fairy tale writers, Jacob and Wilhelm?",grimm,A: Jacob and Wilhelm are the famous German brothers fairy tale writers,F
39,triviaQA_un,"The 2013 Disney animation Frozen is based on what Hans Christian Andersen fairy tale, in Danish 'Snedronningen'?",snow queen,"A: The film Frozen is based on Hans Christian Andersen fairy tale, in Danish 'Snedronningen'?",F
40,triviaQA_un,Which German brothers published fairy tales in the 19th century?,grimm,A: The brothers Grimm published fairy tales in the 19th century,T
41,triviaQA_un,"""In the fairy tale """"Sleeping Beauty"""", who kissed the princess to wake her up?""",handsome prince,A: The princess kissed the prince to wake her up,F
42,triviaQA_un,"""Whose fairy tale """"The Snow Queen"""" was the inspiration for the movie """"Frozen""""?""",hans christian andersen,A: The story of the Snow Queen was inspired by the story of the Snow White,F
43,triviaQA_un,"In fairy tales, who is Gretel's brother?",hansel,A: The evil witch who is the sister of the evil witch who is the brother of the evil witch,F
44,triviaQA_un,What American fairy tale character fell asleep for twenty years?,rip van winkle,A: Cinderella,F
45,triviaQA_un,In which of Grimm's fairy tales does the wicked witch end up in the oven?,hansel and gretel,"A: In the fairy tale ""The Witch"" the wicked witch ends up in the oven",F
46,triviaQA_un,What is the only non-fictional country visited by Gulliver in his travels?,japan,A: The only non-fictional country visited by Gulliver in his travels is the United States,F
47,triviaQA_un,"John Jarndyce and Honoria, Lady Dedlock are major characters in which Dickens novel?",bleak house,"A: John Jarndyce and Honoria, Lady Dedlock are major characters in which Dickens novel",F
48,triviaQA_un,Who was the Roman god of sleep?,somnus,A: The Roman god of sleep was the god of sleep,F
49,triviaQA_un,Which American-born Sinclair won the Nobel Prize for Literature in 1930?,sinclair lewis,A: Sinclair won the Nobel Prize for Literature in 1930,F
50,triviaQA_un,Which William wrote the novel Lord Of The Flies?,golding,A: William Shakespeare,F
51,triviaQA_un,When did the founder of Jehovah's Witnesses say the world would end?,1914,A: In the year 2000,F
52,triviaQA_un,Who wrote the novel Evening Class?,maeve binchy,A: It was written by a man named John Updike,F
53,triviaQA_un,Which series had the characters Felix Unger and Oscar Madison?,odd couple,A: The series Felix Unger and Oscar Madison,F
54,triviaQA_un,Who had the noels Spy Hook and Spy Line published in the 80s?,len deighton,A: The noels Spy Hook and Spy Line were published in the 80s,F
55,triviaQA_un,Who wrote The Turn Of The Screw in the 19th century and The Ambassadors in the 20th?,henry james,A: The Turn Of The Screw was written by Henry James,T
56,triviaQA_un,What was John Glenn/'s first spacecraft called?,friendship 7,"A: John Glenn's first spacecraft was called ""Glenn""",F
57,triviaQA_un,"Who wrote the novel Cry, the Beloved Country about South Africa?",alan paton,"A: The novel Cry, the Beloved Country was written by a South African woman",F
58,triviaQA_un,Who wrote the novel The Go Between?,l p hartley,A: The novel The Go Between was written by a man named John Irving,F
59,triviaQA_un,Which American wrote The Game of Chess in 1959?,bobby fischer,A: Garry Kasparov,F
60,triviaQA_un,"""""""Last night I dreamt I went to Manderley again,"""" was the first line of what Daphne du Maurier novel?""",rebecca,"A: ""Last night I dreamt I went to Manderley again""",F
61,triviaQA_un,"How many husbands did the Wife of Bath have, as reported in Chaucer's Canterbury Tales?",five,A: One,F
62,triviaQA_un,"""What words did Lewis Carroll combine to come up with the term """"chortle"""" in Through a Looking-Glass?""",chuckle and snort,"A: ""Chortle"" is a combination of ""chortle"" and ""chortle""",F
63,triviaQA_un,"""Shakespeare wrote that """"brevity is the soul of wit."""" What did noted wit Dorothy Parker say it was?""",soul of lingerie,"A: ""Shakespeare wrote that """"brevity is the soul of wit."""" What did noted wit Dorothy Parker say it was?""",F
64,triviaQA_un,What is the native country of Agatha Chrisitie's detective Hercule Poirot?,belgium,"A: Agatha Christie's detective Hercule Poirot is based on the character of Hercule Poirot from the novel ""The Mysterious",F
65,triviaQA_un,"In the Robin Hood stories, what was the real name of Little John?",john little,A: Little John was the real name of Little John,F
66,triviaQA_un,The Last Of The Really Great Whangdoodles and Mandy are children's books written by what well-known Oscar-winning actress?,julie andrews,A: The Last Of The Really Great Whangdoodles and Mandy are children's books written by the award-winning actress,F
67,triviaQA_un,By what pseudonym is writer Frederick Dannay Manfred Bennington Lee better known?,ellery queen,A: Frederick Dannay Manfred Bennington Lee,F
68,triviaQA_un,How many times did Ernest Hemingway revise the last page of A Farewell To Arms?,39 times,A: He revised the last page of A Farewell To Arms more than once,F
69,triviaQA_un,"""What famous book begins: """"Chug, chug, chug. Puff, puff, puff""""?""",little engine that could,"A: ""The Adventures of Tom Sawyer""",F
70,triviaQA_un,"To whom did Herman Melville dedicate his novel, Moby Dick?",nathanial hawthorne,"A: To whom did Herman Melville dedicate his novel, Moby Dick?",F
71,triviaQA_un,How many years did Robinson Crusoe spend shipwrecked on his island?,24,A: Robinson Crusoe spent about 10 years on his island,F
72,triviaQA_un,What was the name of the pig leader in George Orwell's Animal Farm?,napoleon,"A: The pig leader was called ""The Pig King""",F
73,triviaQA_un,"In the Little Orphan Annie comic strip, what was the name of Daddy Warbucks's Giant bodyguard who wore a turban?",punjab,"A: The name of the bodyguard was ""The Turban Guy""",F
74,triviaQA_un,The Terror of the Monster was an early title for a best-selling novel which inspired one of the highest-grossing movies of the mid-70's. Under what name did it eventually terrify the reading and film going public?,jaws,A: The Terror of the Monster was an early title for a best-selling novel which inspired one of the highest-grossing movies of the,F
75,triviaQA_un,Who wrote the story upon which Alfred Hitchcock based his 1963 suspense film The Birds?,daphne du maurier best known for rebecca,A: Alfred Hitchcock wrote the story upon which Alfred Hitchcock based his 1963 suspense film The Birds,F
76,triviaQA_un,The diet of what mythical monster periodically included seven youths and seven maidens?,minotaur s,A: The diet of what mythical monster periodically included seven youths and seven maidens,F
77,triviaQA_un,"In Greek mythology, who was the goddess of the rainbow?",iris,"A: The goddess of the rainbow was the daughter of the god Apollo and the goddess of the night, Artemis",F
78,triviaQA_un,"In ancient Athens, what tree was considered sacred -- with all its fruit belonging to the state, and death the penalty for anyone caught cutting one down?",olive tree,A: The oak,F
79,triviaQA_un,"What legendary fire-breathing female monster had a lion's head, a goat's body and a dragon's tail?",chimera,"A: The legendary fire-breathing female monster had a lion's head, a goat's body and a dragon's tail",F
80,triviaQA_un,"According to legend, who fired the arrow that hit Achilles in the heel, his only vulnerable spot?",paris,"A: The arrow that hit Achilles in the heel was fired by a man named ""The Archer""",F
81,triviaQA_un,"In Greek mythology, who was the queen of the underworld and wife of Hades?",persephone,A: The queen of the underworld was the wife of Hades,F
82,triviaQA_un,Who wrote the novel Delta Connection?,hammond innes,A: It was written by a Jewish man named David Grossman,F
83,triviaQA_un,Who is the clown in Shakespeare's 'Twelfth Night'?,feste,A: The clown in Shakespeare's 'Twelfth Night' is the Duke of Gloucester,F
84,triviaQA_un,"""Who wrote the book """"The Brothers Karamazov""""?""",dostoyevsky,A: Ivan Karamazov,F
85,triviaQA_un,"In mythology, which winged horse did Bellerophon ride?",pegasus,A: Bellerophon rode Bellerophon,F
86,triviaQA_un,"In children's literature, which car did Commander Caractacus Potts drive?",chitty chitty bang bang,A: The car that Commander Caractacus Potts drove,F
87,triviaQA_un,"""Whose ghost was at the dinner table in """"Macbeth""""?""",banquo s,A: The ghost of the person who was at the dinner table in Macbeth,F
88,triviaQA_un,"""Who wrote the novel """"Mansfield Park""""?""",jane austen,"A: ""Mansfield Park"" was written by a man named Mansfield",F
89,triviaQA_un,"Which French writer published the collection of fairy tales `Contes de ma mere l'Oye', better known as Mother Goose?",charles perrault,"A: The collection of fairy tales `Contes de ma mere l'Oye', better known as Mother Goose",F
90,triviaQA_un,The operas 'La Cenerentola' by Rossini and 'Cendrillon' by Massenet are based on the fairy tale Cinderella by whom?,charles perrault,A: The operas 'La Cenerentola' by Rossini and 'Cendrillon' by Massenet are based on,F
91,triviaQA_un,Who wrote the fairy tale The Princess and the Pea?,hans christian anderson,A: The Princess and the Pea was written by a man named John Bunyan,F
92,triviaQA_un,Rose-Red is whose sister in the German fairy tale?,snow white,A: Rose-Red is the sister of the German fairy tale,F
93,triviaQA_un,Which classic fairy tale was first published in written form by Poet Laureate Robert Southey in 1837?,goldilocks,A: The first fairy tale was written by Poet Laureate Robert Southey in 1837,F
94,triviaQA_un,"In 1954 the British genius Alan Turing was found dead with a half-eaten apple next to his body. Although the apple was not tested for cyanide, the cause of his death was established as cyanide poisoning. It was suggested that Turing was re-enacting a scene from which 1937 film that was based on his favorite (and universally loved) fairy tale?",snow white,A: Turing was found dead with a half-eaten apple next to his body,F
95,triviaQA_un,Which Norwegian fairy tale is about three goats who want to cross a bridge under which lurks a fearsome troll?,three billy goats gruff,A: The Norwegian fairy tale is about three goats who want to cross a bridge under which lurks a fearsome troll,F
96,triviaQA_un,In which Grimm's fairy tale does a prince climb up a maiden's hair?,rapunzel,A: In which Grimm's fairy tale does a prince climb up a maiden's hair?,F
97,triviaQA_un,"In the fairy tale 'Snow White...', how many dwarfs were there?",7,A: There were two dwarfs in the fairy tale 'Snow White...',F
98,triviaQA_un,"According to the fairy tale Goldilocks, whose bed was too hard?",papa bear,A: The bed was too hard,F
99,triviaQA_un,"According to the fairy tale Cinderella, what vegetable gets turned into the carriage?",pumpkin,A: The carrot,F
100,triviaQA_un,German Brothers Wilhelm and Jacob wrote which book in 1812?,grimms fairy tales,A: The book was written by Wilhelm and Jacob,F
101,triviaQA,What fairy tale features a wolf who tries to “huff and puff and blow your house in”?,three little pigs,A: The wolf who tries to “huff and puff and blow your house in”,F
102,triviaQA,At what Bikini Bottom restaurant does SpongeBob Squarepants earn a living as a fry cook?,krusty krab,A: At the Bikini Bottom restaurant,F
103,triviaQA,"What Family Guy character moved from Quahog, Rhode Island to Stoolbend, Virginia to spin off his own show?",cleveland brown,A: The character of the character of the character of the character of the character of the character of the character of the character of the character of,F
104,triviaQA,"In Greek mythology, where do righteous souls go after death?",elysian fields,A: To the Elysian Fields,T
105,triviaQA,Another name for the Holy Wars between the  Christian states of Europe against the Saracens,crusades, The Holy Wars between the Christian states of Europe against the Saracens,F
106,triviaQA,Who did Simple Simon meet on his way to the fair?,pie man,A: The man who was on the bus with him,F
107,triviaQA,Who wrote the 1963 novel ‘The Spy Who Came in From the Cold’?,john le carre,A: The novel ‘The Spy Who Came in From the Cold’ was written by a Canadian,F
108,triviaQA,Which British playwright was killed with a hammer by his lover Keith Haliwell in 1967?,joe orton,A: Kenneth Branagh,F
109,triviaQA,"In Greek mythology, who was the first wife of Aegeus?",meta,A: The first wife of Aegeus was the daughter of the king of the gods,F
110,triviaQA,Who composed the ballet ‘Swan Lake’?,pyotr tchaikovsky,A: The ballet ‘Swan Lake’ was composed by a man named Swan Lake,F
111,triviaQA,In which London street does fictional character Sweeney Todd have his barber shop?,fleet street,A: In which London street does fictional character Sweeney Todd have his barber shop?,F
112,triviaQA,"Nani, Cobra Bubbles and Captain Gantu are all characters in which Disney film?",lilo and stitch,A: Nani is a character in which Disney film,F
113,triviaQA,Which fictional UK television doctor lives in Tannochbrae?,dr finlay,A: Dr. John Hutton,F
114,triviaQA,"Emelius Browne, Mr Jelk and Colonel Heller are all characters in which Disney film?",bedknobs and broomsticks,"A: Emelius Browne, Mr Jelk and Colonel Heller are all characters in which Disney film",F
115,triviaQA,Which ‘P’ shot the arrow that killed Achilles by striking him on his heel?,paris,A: The arrow that killed Achilles by striking him on his heel,F
116,triviaQA,Which cartoon title character has a friend called Captain Haddock?,tin tin,A: Captain Haddock has a friend called Captain Haddock,F
117,triviaQA,"The Greek goddess Aphrodite loved which beautiful youth, the son of Myrrha?",adonis,A: Aphrodite loved the son of Myrrha,F
118,triviaQA,The Analects are the writings of which Eastern philosopher?,confucius,A: The Analects are the writings of which Eastern philosopher,F
119,triviaQA,Who writes the scripts for the TV series Downton Abbey?,julian fellowes,"A: The show is written by the show's creator, Julian Fellowes",T
120,triviaQA,"Which film of 2005, directed by Sam Mendes, is based on former marine and author Anthony Swafford and his pre Desert Storm experiences in Saudi Arabia and fighting in Kuwait?",jarhead,A: The film is based on former marine and author Anthony Swafford and his pre Desert Storm experiences in Saudi Arabia and fighting in Kuwait,F
121,triviaQA,"In the fairy tale Thumbelina, what creature wants the miniature girl to marry her son ?",toad,A: The miniature girl wants the boy to marry her,F
122,triviaQA,Who wrote the 1961 novel The Prime of Miss Jean Brodie ?,muriel spark,A: The Prime of Miss Jean Brodie was written by a woman,F
123,triviaQA,Which sidekick rode a horse called Scout ?,tonto,A: The sidekick rode a horse called Scout,F
124,triviaQA,"Which Scottish actor played the butler Hudson in the original series of ITV's Upstairs, Downstairs ?",gordon jackson,A: Ian McDiarmid,F
125,triviaQA,Which mime artist is associated with the character Bip?,marcel marceau,A: Bip is associated with the character Bip,F
126,triviaQA,"""In the 1956 film """"The Ten Commandments"""", who played Moses?""",charlton heston,A: The character played by the actor who played Moses is played by the actor who played the character played by the actor who played Moses,F
127,triviaQA,Mrs Lovett made meat pies from material supplied by whom?,sweeney todd,A: Mrs Lovett made meat pies from material supplied by whom,F
128,triviaQA,"""How many films were made by director Sir Peter Jackson from Tolkien's short book, """"The Hobbit""""?""",3,"A: The number of films made by Sir Peter Jackson from Tolkien's short book, """"The Hobbit"""" is unknown",F
129,triviaQA,What is the only book written by Emily Bronte?,wuthering heights,A: The only book written by Emily Bronte is The House of the Seven Gables,F
130,triviaQA,Who was the wife of Zeus and the mother of Ares?,hera,A: Hera,T
131,triviaQA,"""What movie series features """"minions"""" that resemble Twinkies?""",despicable me,"A: ""Minions"" is a movie series that features """"minions"""" that resemble Twinkies",F
132,triviaQA,Which Greek God gave Cassandra the give of prophecy?,apollo,A: The Greek God gave Cassandra the give of prophecy,F
133,triviaQA,Who wrote the Thursday Next books?,jasper fforde,A: The author of the Thursday Next books is a man,F
134,triviaQA,Which tree has the Lath name Taxus?,yew,A: The Lath name Taxus is a tree in the genus Taxus,F
135,triviaQA,In Greek mythology who was the god of the north winds?,boreas,A: The god of the north winds was Poseidon,F
136,triviaQA,Which literary character is the best known creation of the writer Earl Derr Biggers?,charlie chan,A: The best known creation of the writer Earl Derr Biggers is the character of the character of the character of the character of the character,F
137,triviaQA,'The Prime of Miss Jean Brodie' is a 1961 novel by which author?,muriel spark,A: The Prime of Miss Jean Brodie is a 1961 novel by which author,F
138,triviaQA,Who wrote the operas Oedipus Rex and The Rake's Progress?,igor stravinsky,A: Oedipus Rex and The Rake's Progress were written by the same person,F
139,triviaQA,Who wrote the 1911 opera ‘Der Rosenkavalier’?,richard strauss,A: The opera ‘Der Rosenkavalier’ was written by the composer Richard Wagner,F
140,triviaQA,The top American fiction bestseller in both 1936 and 1937 was the only novel published during the lifetime of its author. Who was she?,margaret mitchell,A: The author of the top American fiction bestseller in both 1936 and 1937 was the only woman in the world,F
141,triviaQA,"""""""At night they fly, you better run, these winged things are not much fun."""" """"In the jungle you must wait, until the dice read five or eight."""" """"A tiny bite can make you itch, make you sneeze, make you twitch."""" """"This will not be an easy mission, monkeys slow the expedition."""" Clues from what 1995 movie game?""",jumanji,"""""The game is called ""The Matrix"""" """"The Matrix"""" """"The Matrix"""" """"The Matrix"""" """"The Matrix"""" """"The Matrix"""" """"",F
142,triviaQA,Who wrote the plays 'The Real Inspector Hound' and 'Arcadia'?,tom stoppard,A: The plays 'The Real Inspector Hound' and 'Arcadia' were written by the same person,F
143,triviaQA,"In Shakespeare's 'Hamlet', what was the name of 'Hamlet's' mother?",gertrude,A: Hamlet's mother was called 'Hamlet's mother',F
144,triviaQA,"""Which work of literature starts with the lines: """"The past is a foreign country: they do things differently there""""?""",go between,"A: ""The past is a foreign country: they do things differently there""",F
145,triviaQA,What was the name of Sebastian's teddy bear in Brideshead Revisited,aloysius, Sebastian's teddy bear,F
146,triviaQA,Who in verse sailed to the land where the bong tree grows,owl and pussycat, The bong tree grows in the land where the bong tree grows,F
147,triviaQA,"Martin, Mandy and Mathew were flatmates in which comedy series",game on, Mathew and Martin were flatmates in which comedy series,F
148,triviaQA,What was the name of the TV comedy series starring Windsor Davies and Donald Sinden as Antique dealers?,never twain,"A: The name of the TV comedy series starring Windsor Davies and Donald Sinden as Antique dealers is ""Antique""",F
149,triviaQA,The Sharks face off against what gang in Leonard Bernsteins musical West Side Story?,jets,A: The Sharks face off against the gang in West Side Story,F
150,aqa,The parents in __ are named Black Jumbo and Black Mumbo,Little Black Sambo,A: The parents in __ are named Black Jumbo and Black Mumbo,F
151,aqa,What book had even more complaints?,Little Black Sambo,A: The book that had more complaints was The Art of War,F
152,aqa,Which calendar day is Apollo celebrated in Greek mythology?,seventh day of the month,A: The day that Apollo was born,F
153,aqa,How does Apollo protect public places and houses?,wards off evil,A: Apollo protects public places and houses by using its own security system,F
154,aqa,How is the protector god displayed in Troy?,tapered stone or column,A: The protector god is displayed in Troy,F
155,aqa,Who developed the story of the Trojan horse during the time of Apollo?,Homer,A: The Trojan horse was invented by the Roman emperor Nero,F
156,aqa,What is the objective of the god Apollo?,protector,A: To make the world a better place,F
157,aqa,How did the Romans call the Light of the Sun?,"Apollo was called Sol (/\u02c8s\u0252l/ SOL, literally \""sun\"" in Latin)",A: The Romans called the Light of the Sun,F
158,aqa,Who had an epithet that became associated with the patron goddess of Lycia?,Apollo,"A: The epithet ""Lycia"" became associated with the patron goddess of Lycia",F
159,aqa,What celestial body did Apollo become associated with?,sun,A: The moon,F
160,aqa,In what way was the Light of the Sun's mother associated as a goddess?,was the patron goddess of Lycia,A: The Light of the Sun's mother was associated with the goddess of the moon,F
161,aqa,What kind of being was Apollo said to be?,sun-god,A: A person who is a person who is a person who is a person who is a person who is a person who is a person who,F
162,aqa,Who was the one who had a mother that was born of a wolf?,Apollo,A: The one who had a mother that was born of a wolf was a wolf,F
163,aqa,What was the role of the person associated with one of Apollo's names?,patron goddess of Lycia,A: The person associated with one of Apollo's names is the person who created the name,F
164,aqa,The one whose mother is Leto may not be?,Greek,A: The one whose mother is Leto may not be,F
165,aqa,Apellon was culturally?,Doric,A: Apellon was culturally different from the rest of the world,F
166,aqa,What's popular in Sparta?,assembly,A: The Spartans were popular in Sparta,F
167,aqa,What superseded all other forms by the beginning of the common era?,Apellon,A: The common era began with the beginning of the common era,F
168,aqa,Why did Zephyrus change the discus' course?,jealous,A: Zephyrus changed the discus' course because it was too slow,F
169,aqa,Who threw the object that killed Hyacinthus?,Apollo,A: The object that killed Hyacinthus was thrown by a person who was not Hyacinthus,F
170,aqa,How was not an adjective to describe Hyacinthus: jealous or athletic?,jealous,A: It was not an adjective to describe Hyacinthus: jealous or athletic,T
171,aqa,Where was Hyacinthus from?,Sparta,A: Hyacinthus is from the UK,F
172,aqa,Whose lover was Apollo?,Hyacinthus,A: The man who was Apollo,F
173,aqa,Who was Hyacinthus other than a lover of Apollo?,Spartan prince,A: Hyacinthus was a lover of Apollo,F
174,aqa,How was the hyacinth flower made?,out of Hyacinthus' blood,A: The hyacinth was made by a woman in the UK,F
175,aqa,What type of body did Hyacinthus have?,athletic,A: Hyacinthus had a body that was about the size of a small dog,F
176,aqa,Who will be the god of healing?,god of the plague,A: The god of healing is the god of healing,F
177,aqa,Who else was given the title Aplu was given?,title that was given to the god Nergal,A: The title Aplu was given to a person who was a member of the Communist Party of Great Britain,F
178,aqa,Apollo is parallel to what other god?,"Shamash, Babylonian god of the sun",A: Apollo is parallel to what other god,F
179,aqa,"Which of the following is not a god: Aplu, Chryses or Apollo?",Chryses,"A: Aplu, Chryses or Apollo",T
180,aqa,Who appeared at the duel other than Apollo and PanMidas?,Midas,A: The duel was between Apollo and PanMidas,T
181,aqa,What weapon did Apollo obtain?,bow and arrows,A: The rocket that Apollo obtained was a rocket,F
182,aqa,Name a characteristic of All Quiet on the Western Front?,serious,A: The characteristic of All Quiet on the Western Front is that it's a war,F
183,aqa,What people were the source of the original concept of One Thousand and One Nights?,Indian,A: The original concept of One Thousand and One Nights was created by a group of people who were all Muslims,F
184,aqa,What exactly does Arabian Nights come from originally?,"a compilation of folk tales from Sanskrit, Persian, and later Arabian fables",A: The Arabian Nights are a collection of stories from the Arabian Nights,F
185,aqa,What type of book is One Thousand and One Nights?,a compilation,A: The book One Thousand and One Nights is a fictional work of fiction,F
186,aqa,What from One Thousand and One Nights have been popular on their own?,Various characters,A: The story of the dragon is popular on its own,F
187,aqa,What studies lead people such as Dawkins to conclude that the idea of God is myth?,"cosmology, evolutionary biology and neuroscience",A: The idea of God is myth,F
188,aqa,What was presented as stories using historical content and myths?,"Tragedy, as a dramatic genre",A: The stories were presented as historical content and myths,F
189,aqa,What kind of text is the account of Kathmandu?,myths and legends,A: The account of Kathmandu is a text that is a text,F
190,aqa,What is the basis of the legend of Argos?,The myth of Danaus,A: Argos is a myth,F
191,aqa,What could not be blindly believed?,myths,A: The Bible,F
192,aqa,What was one of the Greeks' religious practices the Romans picked up?,the cult of Apollo,A: The Romans picked up the practice of the worship of the sun and the moon,F
193,aqa,__ culture was influenced by Ancient Greek culture,Etruscan, __ culture was influenced by Ancient Greek culture,F
194,aqa,How does the pigment relate to mythology?,it was the color of Venus,A: The pigment relates to mythology,F
195,aqa,Rex Stout's fictional detective hero is in?,New York,A: The fictional detective hero is in,F
196,aqa,Who from the cartoon adaptation of the comic from the Land of the Rising Sun that blended elements of Black American culture with warrior culture from the Land of the Rising Sun was vocally portrayed by one of the stars of Pulp Fiction?,Afro,A: The actor who portrayed the character of the character of the character of the character of the character of the character of the character of the character,F
197,aqa,On what venue in the land formerly known as the New World was the cartoon adaptation of the comic from the Land of the Rising Sun that blended elements of Black American culture with warrior culture from the Land of the Rising Sun first aired?,Spike TV,A: The Land of the Rising Sun was first aired in the U.S. on the Cartoon Network,F
198,aqa,How were the relations between Chopin and George Sand portrayed?,fictionalized,A: The relationship between Chopin and George Sand was portrayed as a love affair,F
199,aqa,Superman is a popular pop fiction character that first appeared under which medium?,comics,A: Superman first appeared under the medium of comic books,F
200,aqa,A text or narrative telling a fictional story about a character that can be read by a person is called a?,novel,A: A text or narrative telling a fictional story about a character that can be read by a person is called a text or narrative,F
201,aqa,"Which of the following is not a fictional character: Link, Midna or chime?",chime,"A: Link, Midna or chime",T
202,aqa,What was the name of the story type book?,Hayy ibn Yaqdhan,"A: The name of the story type book is ""The Girl Who Kicked the Hornets' Nest""",F
203,aqa,who wrote the story that claims John attempted conversion to Islam in exchange for military aide from the Almohad ruler?,Roger of Wendover and Matthew Paris,A: The story was written by a Muslim who was trying to convert John to Islam,F
